Recipient,INST_TYPE_1,INST_TYPE_2,total_awards,grants,contracts,student_aid,Total_Federal_Investment
Cairn University-Langhorne,Private not-for-profit, 4-year or above,0,0,0,7657560,7657560
Caldwell Community College and Technical Institute,Public, 2-year,0,319570,0,4513629.5,4833199.5
Caldwell University,Private not-for-profit, 4-year or above,0,299238,0,16877671,17176909
California Baptist University,Private not-for-profit, 4-year or above,0,1306696,0,132661771.2,133968467.2
California Christian College,Private not-for-profit, 4-year or above,0,0,0,63016,63016
California College of the Arts,Private not-for-profit, 4-year or above,0,25000,0,14843499.7,14868499.7
California College San Diego,Private not-for-profit, 4-year or above,0,0,0,11637745.5,11637745.5
California Institute of Integral Studies,Private not-for-profit, 4-year or above,0,0,0,30112762,30112762
California Institute of Technology,Private not-for-profit, 4-year or above,2711161177,227187465.1,2711161177,1462066,2939810708
California Institute of the Arts,Private not-for-profit, 4-year or above,0,40000,0,17884089,17924089
California Jazz Conservatory,Private not-for-profit, 4-year or above,0,0,0,236048,236048
California Lutheran University,Private not-for-profit, 4-year or above,0,4196520.65,0,38723926.8,42920447.5
California Polytechnic State University-San Luis Obispo,Public, 4-year or above,1248776,11946782.28,1248776,102620843.5,115816401.8
California State Polytechnic University-Pomona,Public, 4-year or above,29279,12854848.86,29279,146987266,159871393.9
California State University Maritime Academy,Public, 4-year or above,268484.74,299289,268484.74,8231797,8799570.7
California State University-Bakersfield,Public, 4-year or above,35656.13,7132841.36,35656.13,60423099.8,67591597.3
California State University-Channel Islands,Public, 4-year or above,0,2786987.68,0,45245412.1,48032399.8
California State University-Chico,Public, 4-year or above,123609.6,12768682.3,123609.6,94468384.9,107360676.8
California State University-Dominguez Hills,Public, 4-year or above,0,9550263.3,0,87098143,96648406.3
California State University-East Bay,Public, 4-year or above,0,11975703.42,0,93793956.1,105769659.5
California State University-Fresno,Public, 4-year or above,0,9213297.56,0,128784959.7,137998257.3
California State University-Fullerton,Public, 4-year or above,0,16814812.89,0,180605394.9,197420207.8
California State University-Long Beach,Public, 4-year or above,31730,20017448.95,31730,183960411.6,204009590.6
California State University-Los Angeles,Public, 4-year or above,0,14357317.07,0,157986858.9,172344176
California State University-Monterey Bay,Public, 4-year or above,73561.84,15213052.46,73561.84,40099652.5,55386266.8
California State University-Northridge,Public, 4-year or above,0,22216823.48,0,201696620.7,223913444.2
California State University-Sacramento,Public, 4-year or above,12715.98,14873755.52,12715.98,176082075.7,190968547.2
California State University-San Bernardino,Public, 4-year or above,0,13830056.24,0,120286172,134116228.2
California State University-San Marcos,Public, 4-year or above,0,10311175.94,0,86388272,96699447.9
California State University-Stanislaus,Public, 4-year or above,5000,4103442.71,5000,58513952,62622394.7
California University of Management and Sciences,Private not-for-profit, 4-year or above,0,0,0,43776,43776
California University of Pennsylvania,Public, 4-year or above,0,2013985,0,66927608.3,68941593.3
California Western School of Law,Private not-for-profit, 4-year or above,0,0,0,32350560,32350560
Calumet College of Saint Joseph,Private not-for-profit, 4-year or above,0,0,0,6153346.1,6153346.1
Calvary University,Private not-for-profit, 4-year or above,0,0,0,1471938,1471938
Calvin College,Private not-for-profit, 4-year or above,0,1664357,0,17256128.3,18920485.3
Calvin Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,188263,188263
Cambridge College,Private not-for-profit, 4-year or above,0,449395,0,23126779,23576174
Camden County College,Public, 2-year,5900,0,5900,17169343.3,17175243.3
Cameron University,Public, 4-year or above,0,1151899.45,0,22957367,24109266.4
Campbell University,Private not-for-profit, 4-year or above,693258.78,1652595,693258.78,117733788.6,120079642.4
Campbellsville University,Private not-for-profit, 4-year or above,0,448109,0,28865489.3,29313598.3
Canada College,Public, 2-year,0,3034495,0,2896847,5931342
Canadian Valley Technology Center,Public, less-than 2-year,69163.21,0,69163.21,530423,599586.2
Canisius College,Private not-for-profit, 4-year or above,0,1020341,0,26139390.8,27159731.8
Cankdeska Cikana Community College,Public, 2-year,0,7607137.74,0,647333.7,8254471.4
Cape Cod Community College,Public, 2-year,0,1258192,0,5711008,6969200
Cape Coral Technical College,Public, less-than 2-year,0,11446239.81,0,914227,12360466.8
Cape Fear Community College,Public, 2-year,0,396518,0,19277012.1,19673530.1
Cape Girardeau Career and Technology Center,Public, 2-year,0,0,0,1190960.2,1190960.2
Capital Area School of Practical Nursing,Public, less-than 2-year,0,0,0,1472671,1472671
Capital University,Private not-for-profit, 4-year or above,0,0,0,35733864.4,35733864.4
Capitol Technology University,Private not-for-profit, 4-year or above,0,0,0,4867017,4867017
Cardinal Stritch University,Private not-for-profit, 4-year or above,0,0,0,15561990,15561990
Career and Technology Education Centers of Licking County,Public, 2-year,0,0,0,945339,945339
Career Center of Southern Illinois,Public, less-than 2-year,0,0,0,1378932.8,1378932.8
Career School of NY,Private not-for-profit, less-than 2-year,0,0,0,400559,400559
Career Technology Center of Lackawanna County,Public, less-than 2-year,0,0,0,851965,851965
Caribbean University-Bayamon,Private not-for-profit, 4-year or above,0,30000,0,18867535.7,18897535.7
Carl Albert State College,Public, 2-year,0,2905168.76,0,6696508.8,9601677.6
Carl Sandburg College,Public, 2-year,0,806203,0,4328776.4,5134979.4
Carleton College,Private not-for-profit, 4-year or above,0,994273,0,5550626,6544899
Carlow University,Private not-for-profit, 4-year or above,0,135000,0,24544491.9,24679491.9
Carnegie Mellon University,Private not-for-profit, 4-year or above,137919564.3,146370394.2,137919564.3,56022021,340311979.5
Carolina Christian College,Private not-for-profit, 4-year or above,0,0,0,826937,826937
Carolina College of Biblical Studies,Private not-for-profit, 4-year or above,0,0,0,1190480,1190480
Carolinas College of Health Sciences,Public, 2-year,0,0,0,1496352,1496352
Carrington College-Administrative Office,Administrative Unit,Administrative Unit,0,0,0,40239731,40239731
Carroll College,Private not-for-profit, 4-year or above,0,105898,0,8928179,9034077
Carroll Community College,Public, 2-year,0,0,0,3781927.6,3781927.6
Carroll University,Private not-for-profit, 4-year or above,0,1790024.14,0,27109661,28899685.1
Carson-Newman University,Private not-for-profit, 4-year or above,0,0,0,20414457.4,20414457.4
Carteret Community College,Public, 2-year,0,272496,0,2561566.1,2834062.1
Carthage College,Private not-for-profit, 4-year or above,20004,1327507,20004,25806850.5,27154361.5
Carthage R9 School District-Carthage Technical Center,Public, less-than 2-year,0,0,0,561531,561531
Carver Career Center,Public, 2-year,0,0,0,660426.3,660426.3
Cascadia College,Public, 4-year or above,0,0,0,1960259.5,1960259.5
Case Western Reserve University,Private not-for-profit, 4-year or above,4561473.59,322407339.2,4561473.59,142479728,469448540.7
Casper College,Public, 2-year,0,10000,0,7058233.9,7068233.9
Castleton University,Public, 4-year or above,0,2491479,0,14791479,17282958
Catawba College,Private not-for-profit, 4-year or above,0,0,0,10844259.5,10844259.5
Catawba Valley Community College,Public, 2-year,0,0,0,7838402.5,7838402.5
Catholic Distance University,Private not-for-profit, 4-year or above,0,0,0,155350,155350
Catholic University of America,Private not-for-profit, 4-year or above,400433.86,13296827.96,400433.86,51624592,65321853.8
Cattaraugus Allegany BOCES-Practical Nursing Program,Public, less-than 2-year,0,207205,0,386616.1,593821.1
Cayuga County Community College,Public, 2-year,0,0,0,11721383,11721383
Cayuga Onondaga BOCES-Practical Nursing Program,Public, less-than 2-year,0,0,0,345069.5,345069.5
Cazenovia College,Private not-for-profit, 4-year or above,0,324127,0,8545756.6,8869883.6
Cecil College,Public, 2-year,0,0,0,4962704.9,4962704.9
Cedar Crest College,Private not-for-profit, 4-year or above,0,0,0,15451784,15451784
Cedar Valley College,Public, 2-year,0,467126,0,12678780.5,13145906.5
Cedarville University,Private not-for-profit, 4-year or above,0,0,0,27042845,27042845
Centenary College of Louisiana,Private not-for-profit, 4-year or above,0,0,0,4617860,4617860
Centenary University,Private not-for-profit, 4-year or above,0,300000,0,17682923.2,17982923.2
Center for Instruction Technology & Innovation (CiTi),Public, less-than 2-year,0,0,0,361384,361384
Central Alabama Community College,Public, 2-year,0,1141959.03,0,4593989,5735948
Central Arizona College,Public, 2-year,0,1098791.81,0,11481714.6,12580506.4
Central Carolina Community College,Public, 2-year,0,1698211,0,6349732.3,8047943.3
Central Carolina Technical College,Public, 2-year,0,468699.89,0,13862895.5,14331595.4
Central Christian College of Kansas,Private not-for-profit, 4-year or above,0,0,0,7181918,7181918
Central Christian College of the Bible,Private not-for-profit, 4-year or above,0,0,0,1684445.5,1684445.5
Central College,Private not-for-profit, 4-year or above,0,1697164,0,10198850,11896014
Central Community College,Public, 2-year,0,2650967,0,10884681.6,13535648.6
Central Connecticut State University,Public, 4-year or above,0,5895822.09,0,75109443,81005265.1
Central Georgia Technical College,Public, 2-year,275464,1435840,275464,28516579.9,30227883.9
Central Lakes College-Brainerd,Public, 2-year,0,1757689.76,0,10099759,11857448.8
Central Louisiana Technical Community College,Public, 2-year,395868.26,-194775.28,395868.26,8540045,8741138
Central Maine Community College,Public, 2-year,0,-35748.26,0,11756102.3,11720354
Central Methodist University,Private not-for-profit, 4-year or above,0,0,0,24317389.9,24317389.9
Central Michigan University,Public, 4-year or above,205723.97,8508816.45,205723.97,192598610,201313150.4
Central New Mexico Community College,Public, 2-year,0,514632,0,25814414.4,26329046.4
Central Ohio Technical College,Public, 2-year,0,0,0,9560716.9,9560716.9
Central Oregon Community College,Public, 2-year,0,450000,0,16113133.4,16563133.4
Central Pennsylvania Institute of Science and Technology,Public, less-than 2-year,0,0,0,1942275,1942275
Central Piedmont Community College,Public, 2-year,0,1885769,0,26153524.7,28039293.7
Central School of Practical Nursing,Private not-for-profit, less-than 2-year,0,0,0,757645.3,757645.3
Central State University,Public, 4-year or above,0,5727318.91,0,21509787.5,27237106.4
Central Susquehanna Intermediate Unit LPN Career,Public, less-than 2-year,0,0,0,1066674,1066674
Central Technology Center,Public, less-than 2-year,0,0,0,351509,351509
Central Texas College,Public, 2-year,6617778.78,0,6617778.78,23789602.1,30407380.9
Central Virginia Community College,Public, 2-year,0,449580,0,3840520.1,4290100.1
Central Washington University,Public, 4-year or above,0,5547212.96,0,85634704.9,91181917.9
Central Wyoming College,Public, 2-year,0,1146252,0,2191993.6,3338245.6
Central Yeshiva Beth Joseph,Private not-for-profit, 4-year or above,0,0,0,63286,63286
Central Yeshiva Tomchei Tmimim Lubavitz,Private not-for-profit, 4-year or above,0,0,0,1454032,1454032
Centralia College,Public, 4-year or above,0,1090891,0,4145605.6,5236496.6
Centre College,Private not-for-profit, 4-year or above,0,0,0,7671114,7671114
Century College,Public, 2-year,0,1869439.25,0,32428365,34297804.2
Cerritos College,Public, 2-year,0,-28837.7,0,38116602.6,38087764.9
CES College,Private not-for-profit, less-than 2-year,0,0,0,1082761.3,1082761.3
Chabot College,Public, 2-year,0,0,0,11718131.1,11718131.1
Chadron State College,Public, 4-year or above,0,539454,0,12588623,13128077
Chaffey College,Public, 2-year,0,1879504,0,24418230,26297734
Chamberlain College of Nursing-Administrative Office,Administrative Unit,Administrative Unit,-85.64,0,-85.64,380139195,380139109.4
Chaminade University of Honolulu,Private not-for-profit, 4-year or above,0,5208267,0,17413221.6,22621488.6
Champlain College,Private not-for-profit, 4-year or above,0,0,0,37503694.7,37503694.7
Chandler-Gilbert Community College,Public, 2-year,0,0,0,14878572,14878572
Chapman University,Private not-for-profit, 4-year or above,0,6532954,0,120122626,126655580
Charles A Jones Career and Education Center,Public, 2-year,0,0,0,1681453,1681453
Charles H McCann Technical School,Public, less-than 2-year,0,35732,0,67935,103667
Charles R Drew University of Medicine and Science,Private not-for-profit, 4-year or above,0,13718904,0,20359522,34078426
Charleston Southern University,Private not-for-profit, 4-year or above,0,494031,0,28544917,29038948
Charlotte Christian College and Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,664035.1,664035.1
Charlotte Technical College,Public, less-than 2-year,0,0,0,438342.9,438342.9
Charter Oak State College,Public, 4-year or above,0,0,0,7327630,7327630
Chatfield College,Private not-for-profit, 2-year,0,0,0,1822038,1822038
Chatham University,Private not-for-profit, 4-year or above,0,745048,0,32997761.3,33742809.3
Chattahoochee Technical College,Public, 2-year,0,0,0,12559377,12559377
Chattahoochee Valley Community College,Public, 2-year,0,0,0,7192172.1,7192172.1
Chattanooga State Community College,Public, 2-year,0,558499.94,0,28679821,29238320.9
Chemeketa Community College,Public, 2-year,0,2958494.45,0,30254751.4,33213245.9
Chesapeake College,Public, 2-year,0,595270,0,2601787,3197057
Chester County Intermediate Unit,Public, less-than 2-year,0,0,0,1318564,1318564
Chestnut Hill College,Private not-for-profit, 4-year or above,0,0,0,20736854.7,20736854.7
Cheyney University of Pennsylvania,Public, 4-year or above,0,2349337,0,274324,2623661
CHI Health School of Radiologic Technology,Private not-for-profit, 2-year,0,0,0,58800,58800
Chicago State University,Public, 4-year or above,0,4532752.66,0,39786111,44318863.7
Chicago Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,1711186,1711186
Chief Dull Knife College,Public, 2-year,20000,3701951.27,20000,295575,4017526.3
Chipola College,Public, 4-year or above,0,237317.16,0,3205547,3442864.2
Chippewa Valley Technical College,Public, 2-year,0,87615,0,20971409,21059024
Chisholm Trail Technology Center,Public, less-than 2-year,0,0,0,76308.8,76308.8
Choffin Career  and Technical Center,Public, less-than 2-year,0,0,0,837273.1,837273.1
Chowan University,Private not-for-profit, 4-year or above,0,453899,0,20227528,20681427
Christian Brothers University,Private not-for-profit, 4-year or above,0,-360080,0,13086229.9,12726149.9
Christian Theological Seminary,Private not-for-profit, 4-year or above,0,0,0,660073,660073
Christopher Newport University,Public, 4-year or above,250,1639545.58,250,28238824,29878619.6
Cincinnati College of Mortuary Science,Private not-for-profit, 4-year or above,0,0,0,1140537,1140537
Cincinnati State Technical and Community College,Public, 2-year,0,1485738.74,0,27486171.3,28971910
Circle in the Square Theatre School,Private not-for-profit, 2-year,0,0,0,431403.5,431403.5
