"Recipient","INST_TYPE_1","INST_TYPE_2","total_awards","grants","contracts","student_aid","Total_Federal_Investment"
"Bethesda University","Private not-for-profit"," 4-year or above",0,0,0,1305454,1305454
"Bethune-Cookman University","Private not-for-profit"," 4-year or above",5403843,5403843,0,60571517,65975360
"Beulah Heights University","Private not-for-profit"," 4-year or above",0,0,0,4277651.25,4277651.2
"Bevill State Community College","Public"," 2-year",3852020.7,3852020.7,0,7882867.12,11734887.8
"Biblical Theological Seminary","Private not-for-profit"," 4-year or above",0,0,0,972213,972213
"Big Bend Community College","Public"," 2-year",3007851,3007851,0,4967766.79,7975617.8
"Big Sandy Community and Technical College","Public"," 2-year",0,0,0,13421194,13421194
"Birmingham Southern College","Private not-for-profit"," 4-year or above",0,0,0,8721205.36,8721205.4
"Birthingway College of Midwifery","Private not-for-profit"," 4-year or above",0,0,0,452653,452653
"Bishop State Community College","Public"," 2-year",3675066.71,3675066.71,0,8797915.35,12472982.01
"Bismarck State College","Public"," 4-year or above",602559,602559,0,9624500,10227059
"Black Hawk College","Public"," 2-year",355237,355237,0,7378256,7733493
"Black Hills State University","Public"," 4-year or above",619734,471852,147882,18186998.25,18806732.2
"Black River Technical College","Public"," 2-year",0,0,0,5749920,5749920
"Blackburn College","Private not-for-profit"," 4-year or above",0,0,0,4410477.06,4410477.1
"Blackfeet Community College","Private not-for-profit"," 2-year",7213249,7213249,0,1061469,8274718
"Blackhawk Technical College","Public"," 2-year",-39657,-39657,0,7504860,7465203
"Blackstone Valley Vocational Regional School District","Public"," less-than 2-year",0,0,0,193025,193025
"Bladen Community College","Public"," 2-year",0,0,0,2666196.43,2666196.4
"Blinn College","Public"," 2-year",126988.86,0,126988.86,51219420.12,51346408.96
"Bloomfield College","Private not-for-profit"," 4-year or above",1114632,1114632,0,20791433.08,21906065.1
"Bloomsburg University of Pennsylvania","Public"," 4-year or above",901698,901698,0,74059265,74960963
"Blue Hills Regional Technical School","Public"," less-than 2-year",0,0,0,434310,434310
"Blue Mountain College","Private not-for-profit"," 4-year or above",116173,116173,0,3099011.66,3215184.7
"Blue Mountain Community College","Public"," 2-year",254904,254904,0,3930028.77,4184932.8
"Blue Ridge Community College","Public"," 2-year",94536,94536,0,4355534.28,4450070.3
"Blue Ridge Community College","Public"," 2-year",94536,94536,0,7947360,7947360
"Bluefield College","Private not-for-profit"," 4-year or above",0,0,0,11776920,11776920
"Bluefield State College","Public"," 4-year or above",2764030,2764030,0,8912747,11676777
"Bluegrass Community and Technical College","Public"," 2-year",1599703.74,1599703.74,0,30703086.17,32302789.94
"Bluffton University","Private not-for-profit"," 4-year or above",0,0,0,8175606,8175606
"Boise Bible College","Private not-for-profit"," 4-year or above",0,0,0,621607,621607
"Boise State University","Public"," 4-year or above",29474214.64,29122605.05,351609.59,103413557.35,132887772
"Bon Secours Memorial College of Nursing","Private not-for-profit"," 4-year or above",0,0,0,3146530.69,3146530.7
"Bon Secours St Mary's Hospital School of Medical Imaging","Private not-for-profit"," less-than 2-year",0,0,0,208293.86,208293.9
"Boricua College","Private not-for-profit"," 4-year or above",0,0,0,5399336.46,5399336.5
"Bossier Parish Community College","Public"," 2-year",-155086.62,-155086.62,0,44051475,43896388.38
"Boston Architectural College","Private not-for-profit"," 4-year or above",0,0,0,6257087,6257087
"Boston Baptist College","Private not-for-profit"," 4-year or above",0,0,0,378975,378975
"Boston College","Private not-for-profit"," 4-year or above",36848463.3,34176187.99,2672275.31,89067586,125916049.3
"Boston Graduate School of Psychoanalysis Inc","Private not-for-profit"," 4-year or above",0,0,0,791901,791901
"Boston University","Private not-for-profit"," 4-year or above",364266408.97,354778977.74,9487431.23,273700497,637966906
"Bowdoin College","Private not-for-profit"," 4-year or above",4118971.16,4118971.16,0,6241521.5,10360492.66
"Bowie State University","Public"," 4-year or above",9727964.74,9727964.74,0,48163876,57891840.74
"Bowling Green State University-Main Campus","Public"," 4-year or above",6060041.69,6030745.11,29296.58,135541200,141601241.7
"Bradford-Union Technical Center","Public"," 2-year",0,0,0,353340.94,353340.9
"Bradley University","Private not-for-profit"," 4-year or above",-90052,-90052,0,56478683,56388631
"Brandeis University","Private not-for-profit"," 4-year or above",37847932.36,37847932.36,0,25489055,63336987.36
"Brandman University","Private not-for-profit"," 4-year or above",0,0,0,91915956.2,91915956.2
"Brazosport College","Public"," 4-year or above",0,0,0,3690813.34,3690813.3
"Brenau University","Private not-for-profit"," 4-year or above",0,0,0,42897172.04,42897172
"Brescia University","Private not-for-profit"," 4-year or above",450000,450000,0,9521104,9971104
"Brevard College","Private not-for-profit"," 4-year or above",0,0,0,5827835,5827835
"Brewster Technical College","Public"," 2-year",4687574.34,4687574.34,0,558828.37,5246402.74
"Brewton-Parker College","Private not-for-profit"," 4-year or above",0,0,0,5161050.46,5161050.5
"Briar Cliff University","Private not-for-profit"," 4-year or above",1208244.63,1208244.63,0,10979062.36,12187307.03
"Bridgerland Applied Technology College","Public"," 2-year",225000,225000,0,956110,1181110
"BridgeValley Community & Technical College","Public"," 2-year",-997493.84,-997493.84,0,6680556.43,5683062.56
"Bridgewater College","Private not-for-profit"," 4-year or above",0,0,0,17584155.72,17584155.7
"Bridgewater State University","Public"," 4-year or above",149250,149250,0,70935601,71084851
"Brigham Young University-Hawaii","Private not-for-profit"," 4-year or above",0,0,0,6182533.3,6182533.3
"Brigham Young University-Idaho","Private not-for-profit"," 4-year or above",0,0,0,133419439,133419439
"Brigham Young University-Provo","Private not-for-profit"," 4-year or above",17341770.29,17110228.09,231542.2,100929355,118271125.3
"Brighton Center's Center for Employment Training","Private not-for-profit"," less-than 2-year",1016456,1016456,0,180571,1197027
"Bristol Community College","Public"," 2-year",1379496,1379496,0,21633885.45,23013381.4
"Bristol Technical Education Center","Public"," less-than 2-year",0,0,0,42480,42480
"Brookdale Community College","Public"," 2-year",1153701,1153701,0,22553362.25,23707063.2
"Brookhaven College","Public"," 2-year",865535,865535,0,12036013.54,12901548.5
"Brooklyn Law School","Private not-for-profit"," 4-year or above",0,0,0,26280379,26280379
"Broome Delaware Tioga BOCES-Practical Nursing Program","Public"," less-than 2-year",0,0,0,474891.49,474891.5
"Broward College","Public"," 4-year or above",1753491.79,1748241.79,5250,107876766.39,109630258.2
"Brown University","Private not-for-profit"," 4-year or above",151926268.39,147051750.7,4874517.69,39836940,191763208.4
"Brunswick Community College","Public"," 2-year",0,0,0,2108122.48,2108122.5
"Bryan College of Health Sciences","Private not-for-profit"," 4-year or above",215546,215546,0,6170372,6385918
"Bryan College-Dayton","Private not-for-profit"," 4-year or above",0,0,0,6297360.59,6297360.6
"Bryant University","Private not-for-profit"," 4-year or above",364793,364793,0,27055715,27420508
"Bryn Athyn College of the New Church","Private not-for-profit"," 4-year or above",0,0,0,2616875.22,2616875.2
"Bryn Mawr College","Private not-for-profit"," 4-year or above",492584,492584,0,9080876,9573460
"Buckeye Hills Career Center","Public"," less-than 2-year",48616,48616,0,949613.04,998229
"Buckeye Joint Vocational School","Public"," less-than 2-year",0,0,0,267091.7,267091.7
"Bucknell University","Private not-for-profit"," 4-year or above",2502154.76,2502154.76,0,16470337,18972491.76
"Bucks County Community College","Public"," 2-year",715933.2,10000,705933.2,14049240,14765173.2
"Buena Vista University","Private not-for-profit"," 4-year or above",329633,329633,0,19570357.48,19899990.5
"Bunker Hill Community College","Public"," 2-year",1154415.75,1154415.75,0,28449380.19,29603795.95
"Butler Community College","Public"," 2-year",78046.17,78046.17,0,24677653,24755699.17
"Butler County Community College","Public"," 2-year",0,0,0,7725948.12,7725948.1
"Butler Tech-D Russel Lee Career Center","Public"," less-than 2-year",0,0,0,1613323.75,1613323.8
"Butler University","Private not-for-profit"," 4-year or above",1003070.3,1003070.3,0,42344599,43347669.3
"Butte College","Public"," 2-year",500699,500699,0,21050595.6,21551294.6
"Butte County Regional Occupational Program","Public"," less-than 2-year",0,0,0,317771.4,317771.4
"Byzantine Catholic Seminary of Saints Cyril and Methodius","Private not-for-profit"," 4-year or above",0,0,0,34500,34500
"CAAN Academy of Nursing","Private not-for-profit"," 2-year",0,0,0,540487,540487
"Cabrillo College","Public"," 2-year",1781969,1781969,0,11203608.5,12985577.5
"Cabrini University","Private not-for-profit"," 4-year or above",145915,145915,0,18993007.84,19138922.8
"Caddo Kiowa Technology Center","Public"," less-than 2-year",16575,0,16575,399177.56,415752.6
"Cairn University-Langhorne","Private not-for-profit"," 4-year or above",0,0,0,7657560,7657560
"Caldwell Community College and Technical Institute","Public"," 2-year",319570,319570,0,4513629.52,4833199.5
"Caldwell University","Private not-for-profit"," 4-year or above",299238,299238,0,16877671,17176909
"California Baptist University","Private not-for-profit"," 4-year or above",1306696,1306696,0,132661771.16,133968467.2
"California Christian College","Private not-for-profit"," 4-year or above",0,0,0,63016,63016
"California College of the Arts","Private not-for-profit"," 4-year or above",25000,25000,0,14843499.69,14868499.7
"California College San Diego","Private not-for-profit"," 4-year or above",0,0,0,11637745.55,11637745.5
"California Institute of Integral Studies","Private not-for-profit"," 4-year or above",0,0,0,30112762,30112762
"California Institute of Technology","Private not-for-profit"," 4-year or above",2938348642.01,227187465.03,2711161176.98,1462066,2939810708
"California Institute of the Arts","Private not-for-profit"," 4-year or above",40000,40000,0,17884089,17924089
"California Jazz Conservatory","Private not-for-profit"," 4-year or above",0,0,0,236048,236048
"California Lutheran University","Private not-for-profit"," 4-year or above",4196520.65,4196520.65,0,38723926.76,42920447.45
"California Polytechnic State University-San Luis Obispo","Public"," 4-year or above",13195558.28,11946782.28,1248776,102620843.49,115816401.8
"California State Polytechnic University-Pomona","Public"," 4-year or above",12884127.86,12854848.86,29279,146987265.98,159871393.9
"California State University Maritime Academy","Public"," 4-year or above",567773.74,299289,268484.74,8231797,8799570.74
"California State University-Bakersfield","Public"," 4-year or above",7168497.49,7132841.36,35656.13,60423099.83,67591597.29
"California State University-Channel Islands","Public"," 4-year or above",2786987.68,2786987.68,0,45245412.05,48032399.78
"California State University-Chico","Public"," 4-year or above",12892291.9,12768682.3,123609.6,94468384.89,107360676.8
"California State University-Dominguez Hills","Public"," 4-year or above",9550263.3,9550263.3,0,87098143,96648406.3
"California State University-East Bay","Public"," 4-year or above",11975703.42,11975703.42,0,93793956.07,105769659.5
"California State University-Fresno","Public"," 4-year or above",9213297.56,9213297.56,0,128784959.74,137998257.3
"California State University-Fullerton","Public"," 4-year or above",16814812.89,16814812.89,0,180605394.94,197420207.8
"California State University-Long Beach","Public"," 4-year or above",20049178.95,20017448.95,31730,183960411.56,204009590.6
"California State University-Los Angeles","Public"," 4-year or above",14357317.07,14357317.07,0,157986858.89,172344176
"California State University-Monterey Bay","Public"," 4-year or above",15286614.3,15213052.46,73561.84,40099652.49,55386266.8
"California State University-Northridge","Public"," 4-year or above",22216823.48,22216823.48,0,201696620.72,223913444.2
"California State University-Sacramento","Public"," 4-year or above",14886471.5,14873755.52,12715.98,176082075.68,190968547.2
"California State University-San Bernardino","Public"," 4-year or above",13830056.24,13830056.24,0,120286172,134116228.2
"California State University-San Marcos","Public"," 4-year or above",10311175.94,10311175.94,0,86388272,96699447.94
"California State University-Stanislaus","Public"," 4-year or above",4108442.71,4103442.71,5000,58513952,62622394.71
"California University of Management and Sciences","Private not-for-profit"," 4-year or above",0,0,0,43776,43776
"California University of Pennsylvania","Public"," 4-year or above",2013985,2013985,0,66927608.35,68941593.3
"California Western School of Law","Private not-for-profit"," 4-year or above",0,0,0,32350560,32350560
"Calumet College of Saint Joseph","Private not-for-profit"," 4-year or above",0,0,0,6153346.05,6153346.1
"Calvary University","Private not-for-profit"," 4-year or above",0,0,0,1471937.97,1471938
"Calvin College","Private not-for-profit"," 4-year or above",1664357,1664357,0,17256128.34,18920485.3
"Calvin Theological Seminary","Private not-for-profit"," 4-year or above",0,0,0,188263,188263
"Cambridge College","Private not-for-profit"," 4-year or above",449395,449395,0,23126779,23576174
"Camden County College","Public"," 2-year",5900,0,5900,17169343.32,17175243.3
"Cameron University","Public"," 4-year or above",1151899.45,1151899.45,0,22957367,24109266.45
"Campbell University","Private not-for-profit"," 4-year or above",2345853.78,1652595,693258.78,117733788.63,120079642.4
"Campbellsville University","Private not-for-profit"," 4-year or above",448109,448109,0,28865489.27,29313598.3
"Canada College","Public"," 2-year",3034495,3034495,0,2896847,5931342
"Canadian Valley Technology Center","Public"," less-than 2-year",69163.21,0,69163.21,530423,599586.21
"Canisius College","Private not-for-profit"," 4-year or above",1020341,1020341,0,26139390.75,27159731.8
"Cankdeska Cikana Community College","Public"," 2-year",7607137.74,7607137.74,0,647333.67,8254471.44
"Cape Cod Community College","Public"," 2-year",1258192,1258192,0,5711008,6969200
"Cape Fear Community College","Public"," 2-year",396518,396518,0,19277012.1,19673530.1
"Cape Girardeau Career and Technology Center","Public"," 2-year",0,0,0,1190960.22,1190960.2
"Capital Area School of Practical Nursing","Public"," less-than 2-year",0,0,0,1472671,1472671
"Capital University","Private not-for-profit"," 4-year or above",0,0,0,35733864.4,35733864.4
"Capitol Technology University","Private not-for-profit"," 4-year or above",0,0,0,4867017,4867017
"Cardinal Stritch University","Private not-for-profit"," 4-year or above",0,0,0,15561990,15561990
"Career and Technology Education Centers of Licking County","Public"," 2-year",0,0,0,945339,945339
"Career Center of Southern Illinois","Public"," less-than 2-year",0,0,0,1378932.84,1378932.8
"Career School of NY","Private not-for-profit"," less-than 2-year",0,0,0,400559,400559
"Career Technology Center of Lackawanna County","Public"," less-than 2-year",0,0,0,851965,851965
"Caribbean University-Bayamon","Private not-for-profit"," 4-year or above",30000,30000,0,18867535.74,18897535.7
"Carl Albert State College","Public"," 2-year",2905168.76,2905168.76,0,6696508.75,9601677.56
"Carl Sandburg College","Public"," 2-year",806203,806203,0,4328776.4,5134979.4
"Carleton College","Private not-for-profit"," 4-year or above",994273,994273,0,5550626,6544899
"Carlow University","Private not-for-profit"," 4-year or above",135000,135000,0,24544491.94,24679491.9
"Carnegie Mellon University","Private not-for-profit"," 4-year or above",284289958.48,146370394.16,137919564.32,56022021,340311979.5
"Carolina Christian College","Private not-for-profit"," 4-year or above",0,0,0,826937,826937
"Carolina College of Biblical Studies","Private not-for-profit"," 4-year or above",0,0,0,1190480,1190480
"Carolinas College of Health Sciences","Public"," 2-year",0,0,0,1496352,1496352
"Carrington College-Administrative Office","Administrative Unit",NA,0,0,0,40239731,40239731
"Carroll College","Private not-for-profit"," 4-year or above",105898,105898,0,8928179,9034077
"Carroll Community College","Public"," 2-year",0,0,0,3781927.62,3781927.6
"Carroll University","Private not-for-profit"," 4-year or above",1790024.14,1790024.14,0,27109661,28899685.14
"Carson-Newman University","Private not-for-profit"," 4-year or above",0,0,0,20414457.4,20414457.4
"Carteret Community College","Public"," 2-year",272496,272496,0,2561566.15,2834062.1
"Carthage College","Private not-for-profit"," 4-year or above",1347511,1327507,20004,25806850.51,27154361.5
"Carthage R9 School District-Carthage Technical Center","Public"," less-than 2-year",0,0,0,561531,561531
"Carver Career Center","Public"," 2-year",0,0,0,660426.35,660426.3
"Cascadia College","Public"," 4-year or above",0,0,0,1960259.49,1960259.5
"Case Western Reserve University","Private not-for-profit"," 4-year or above",326968812.74,322407339.15,4561473.59,142479728,469448540.7
"Casper College","Public"," 2-year",10000,10000,0,7058233.93,7068233.9
"Castleton University","Public"," 4-year or above",2491479,2491479,0,14791479,17282958
"Catawba College","Private not-for-profit"," 4-year or above",0,0,0,10844259.51,10844259.5
"Catawba Valley Community College","Public"," 2-year",0,0,0,7838402.54,7838402.5
"Catholic Distance University","Private not-for-profit"," 4-year or above",0,0,0,155350,155350
"Catholic University of America","Private not-for-profit"," 4-year or above",13697261.82,13296827.96,400433.86,51624592,65321853.82
"Cattaraugus Allegany BOCES-Practical Nursing Program","Public"," less-than 2-year",207205,207205,0,386616.15,593821.1
"Cayuga County Community College","Public"," 2-year",0,0,0,11721383.03,11721383
"Cayuga Onondaga BOCES-Practical Nursing Program","Public"," less-than 2-year",0,0,0,345069.5,345069.5
"Cazenovia College","Private not-for-profit"," 4-year or above",324127,324127,0,8545756.62,8869883.6
"Cecil College","Public"," 2-year",0,0,0,4962704.94,4962704.9
"Cedar Crest College","Private not-for-profit"," 4-year or above",0,0,0,15451784,15451784
"Cedar Valley College","Public"," 2-year",467126,467126,0,12678780.5,13145906.5
"Cedarville University","Private not-for-profit"," 4-year or above",0,0,0,27042844.95,27042845
"Centenary College of Louisiana","Private not-for-profit"," 4-year or above",0,0,0,4617860,4617860
"Centenary University","Private not-for-profit"," 4-year or above",300000,300000,0,17682923.24,17982923.2
"Center for Instruction Technology & Innovation (CiTi)","Public"," less-than 2-year",0,0,0,361384,361384
"Central Alabama Community College","Public"," 2-year",1141959.03,1141959.03,0,4593989.05,5735948.03
"Central Arizona College","Public"," 2-year",1098791.81,1098791.81,0,11481714.63,12580506.41
"Central Carolina Community College","Public"," 2-year",1698211,1698211,0,6349732.26,8047943.3
"Central Carolina Technical College","Public"," 2-year",468699.89,468699.89,0,13862895.52,14331595.39
"Central Christian College of Kansas","Private not-for-profit"," 4-year or above",0,0,0,7181918,7181918
"Central Christian College of the Bible","Private not-for-profit"," 4-year or above",0,0,0,1684445.52,1684445.5
"Central College","Private not-for-profit"," 4-year or above",1697164,1697164,0,10198850,11896014
"Central Community College","Public"," 2-year",2650967,2650967,0,10884681.58,13535648.6
"Central Connecticut State University","Public"," 4-year or above",5895822.09,5895822.09,0,75109443.02,81005265.09
"Central Georgia Technical College","Public"," 2-year",1711304,1435840,275464,28516579.92,30227883.9
"Central Lakes College-Brainerd","Public"," 2-year",1757689.76,1757689.76,0,10099759,11857448.76
"Central Louisiana Technical Community College","Public"," 2-year",201092.98,-194775.28,395868.26,8540044.95,8741137.98
"Central Maine Community College","Public"," 2-year",-35748.26,-35748.26,0,11756102.26,11720354.04
"Central Methodist University","Private not-for-profit"," 4-year or above",0,0,0,24317389.86,24317389.9
"Central Michigan University","Public"," 4-year or above",8714540.42,8508816.45,205723.97,192598610,201313150.4
"Central New Mexico Community College","Public"," 2-year",514632,514632,0,25814414.36,26329046.4
"Central Ohio Technical College","Public"," 2-year",0,0,0,9560716.93,9560716.9
"Central Oregon Community College","Public"," 2-year",450000,450000,0,16113133.36,16563133.4
"Central Pennsylvania Institute of Science and Technology","Public"," less-than 2-year",0,0,0,1942275,1942275
"Central Piedmont Community College","Public"," 2-year",1885769,1885769,0,26153524.67,28039293.7
"Central School of Practical Nursing","Private not-for-profit"," less-than 2-year",0,0,0,757645.34,757645.3
"Central State University","Public"," 4-year or above",5727318.91,5727318.91,0,21509787.52,27237106.41
"Central Susquehanna Intermediate Unit LPN Career","Public"," less-than 2-year",0,0,0,1066674,1066674
