"cfda_number","family","program_title","agency","subagency","Recipient","obligation"
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Johns Hopkins University",1970000
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Kansas State University",4812977.95
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Kentucky State University",499109
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Langston University",-23498.2
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Lincoln University",-7364.38
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Louisiana State University",1351190
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Marquette University",114300
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Michigan State University",12497366.1
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Mississippi State University",4144549
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Montana State University",1857094
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Montana Tech of the University of Montana",94666.5
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","New Mexico State University-Main Campus",1455908
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","New York University",1592947.25
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","North Carolina A & T State University",2772748.69
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","North Carolina State University at Raleigh",9106546.22
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","North Dakota State University-Main Campus",2016419.03
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Northern Arizona University",1429977
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Ohio State University",14310853.23
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Oklahoma State University",1061125.11
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Oregon Health & Science University",-4854.42
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Oregon State University",4566428.93
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Pennsylvania State University",9644713.77
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Princeton University",164331
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Purdue University-Main Campus",4547507.7
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Rutgers University-New Brunswick",2588904
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Santa Clara University",-13254.26
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","South Dakota State University",3461385
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Stanford University",402518
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","SUNY at Albany",460000
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","SUNY College of Environmental Science and Forestry",-614.42
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Syracuse University",499000
"10.31","Agriculture and Farming R&D","Agriculture and Food Research Initiative (AFRI) ","Department of Agriculture","National Institute of Food and Agriculture","Tennessee State University",715123
