"family","program_title","agency","subagency","Recipient","obligation"
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","Indiana University-Bloomington",881825
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","Johns Hopkins University",881825
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","Lake Erie College of Osteopathic Medicine",778373
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","Marquette University",881825
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","New York University",881825
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","Rowan University",881825
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","Rush University",881019
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","Saint Louis University",874692
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","San Diego State University",861244
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","The University of Montana",768002
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","Thomas Jefferson University",-123
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","University of Arizona",881825
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","University of Arkansas for Medical Sciences",868052
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","University of California-Irvine",881825
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","University of California-Los Angeles",881825
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","University of California-San Diego",881031
"Nursing and Health Professionals","PPHF Geriatric Education Centers ","Department of Health and Human Services","Health Resources and Services Administration","University of California-San Francisco",881825
